smiles,group,FDAMDD
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,training,1
CC(=O)OC(C)C[N+](C)(C)C,training,1
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,training,0
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,training,0
CC12C=CC(C(=O)O[C@H]3CC[C@H]4[C@@H]5CCC6=CC(=O)CC[C@@H]6[C@H]5CC[C@]34C)(CC1)CC2,training,1
CC(C)NCC(O)COc1cccc2[nH]ccc12,training,1
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,training,1
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,training,1
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,training,0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,training,1
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,training,1
CC(C)CCON=O,training,0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,training,0
C[N+](C)(C)CC(O)CC(=O)[O-],training,0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,training,1
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,training,1
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,training,1
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,training,0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N,training,1
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,training,1
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,training,1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,training,1
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,training,1
COc1cc(NC(C)CCCN)c2ncccc2c1,training,1
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,training,1
CC(S)C(=O)NCC(=O)O,training,0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,training,1
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,training,1
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,training,0
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,training,1
NC(CSCC(=O)O)C(=O)O,training,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,training,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,training,0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,training,1
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,training,0
O=C(O)P(=O)([O-])[O-],training,0
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,training,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,training,0
O=S(=O)(O)CCS,training,0
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,training,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,training,1
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,training,1
CC1C(c2ccccc2)OCCN1C,training,0
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,training,0
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,training,0
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,training,1
CC(c1cc2ccccc2s1)N(O)C(N)=O,training,0
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,training,0
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,training,0
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,training,1
OC(CCN1CCCCC1)(c1ccccc1)C12C=CC(CC1)C2,training,1
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,training,0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,training,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,training,0
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,training,1
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,training,0
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,training,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,training,1
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,training,0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,training,0
C[C@H]1CC[C@@H]2N(C1)C[C@H]1[C@@H]3C[C@]45O[C@]6(O)[C@@H](O)CC[C@@]4(C)[C@@H]6[C@@H](O)[C@@H](O)[C@H]5[C@]3(O)[C@@H](O)[C@H](O)[C@@H]1[C@]2(C)O,training,1
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,training,0
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,training,1
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,training,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,training,1
CN(C)c1nc(N(C)C)nc(N(C)C)n1,training,0
CCCC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,training,1
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O,training,0
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,training,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,training,1
CN(C)/N=N/c1nc[nH]c1C(N)=O,training,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,training,1
CCO,training,0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,training,1
Cc1cc(C(=O)NNCc2ccccc2)no1,training,1
O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,training,0
Nc1ccc(N=Nc2ccccc2)c(N)n1,training,0
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,training,1
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,training,0
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,training,0
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,training,1
C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12,training,0
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,training,1
O=c1ccc2ccccc2o1,training,0
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,training,0
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,training,1
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,training,1
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,training,1
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,training,0
COC1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,training,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,training,1
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,0
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,training,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,training,1
C[N+]([O-])(CCCl)CCCl,training,1
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,training,1
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,training,1
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,training,0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,training,0
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,training,0
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,training,0
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,training,0
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,training,0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,training,1
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,training,0
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,training,1
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,training,0
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,training,0
CC[C@@H](C(N)=O)N1CCCC1=O,training,0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,training,0
O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,training,1
COc1c2occc2cc2ccc(=O)oc12,training,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],training,1
C1CNCCN1,training,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,training,1
CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC,training,0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,training,0
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@@H](C(=O)O)C(C)C,training,0
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,training,1
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,training,1
Cc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1N=Nc1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O,training,1
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,training,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,training,0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,training,1
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,training,0
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,training,0
C[N+](C)(C)C[C@H](O)CC(=O)[O-],training,0
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,training,0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,training,1
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,training,1
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,training,0
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,training,1
COc1cc([C@@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@H]2CO)ccc1O,training,0
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,training,0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,training,1
CN1C(=O)OC(C)(C)C1=O,training,0
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,training,1
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,training,0
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,training,1
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,training,1
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,training,1
O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,training,1
O=P(O)(O)OCC(O)CO,training,0
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,training,0
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,training,1
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,training,1
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,training,1
CN(CCCl)CCCl,training,1
C#CC(C)(O)CC,training,0
CN1C(=O)CC(C)(c2ccccc2)C1=O,training,0
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,training,1
CCC1(C)OC(=O)N(C)C1=O,training,0
CC1NCCOC1c1ccccc1,training,1
CNC(C)CC1CCCCC1,training,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,training,0
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,training,0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,training,0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,training,1
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,0
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,training,1
O=C(O)C1CSCN1,training,0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,training,1
CC(=O)Oc1ccccc1C(=O)O,test,0
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,test,1
COc1ccccc1OCC(O)CO,test,0
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,test,0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,test,0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,test,0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,test,0
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,test,0
C#CCN(C)Cc1ccccc1,test,0
CCC(=O)c1ccc(O)cc1,test,0
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,test,0
CC(C)(N)Cc1ccccc1,test,1
CNC[C@H](O)c1cccc(O)c1,test,1
NC(N)=NS(=O)(=O)c1ccc(N)cc1,test,0
NCC(CC(=O)O)c1ccc(Cl)cc1,test,1
CC(C)(C)c1cc(O)ccc1O,test,1
NC(=O)OCC(O)COc1ccc(Cl)cc1,test,0
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,test,1
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,test,1
CCN(CC)C(=O)c1ccc(O)c(OC)c1,test,0
CCOc1ccccc1C(N)=O,test,0
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,test,1
CCNC(C)Cc1cccc(C(F)(F)F)c1,test,1
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,test,0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,test,0
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,test,0
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,test,0
NC[C@H](O)c1ccc(O)c(O)c1,test,1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,test,0
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,test,0
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,test,0
Nc1ccc(C(=O)NCC(=O)O)cc1,test,0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,test,0
C[C@H](N)Cc1ccccc1,test,1
CN[C@@H](C)[C@H](O)c1ccccc1,test,1
CNC[C@H](O)c1ccc(O)c(O)c1,test,1
CCNCC(O)c1cccc(O)c1,test,1
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,test,1
CNC(C)(C)Cc1ccccc1,test,1
COc1ccccc1OCC(O)COC(N)=O,test,0
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl)cc1,test,0
CN=C(NC)NCc1ccccc1,test,0
CC(C)(C)NCC(O)COc1ccccc1C#N,test,1
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,test,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,test,0
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,test,0
O=C(O)C(O)c1ccccc1,test,0
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,test,0
C#CCN(C)[C@H](C)Cc1ccccc1,test,1
N[C@@H](Cc1ccc(O)cc1)C(=O)O,test,0
CC(=O)Nc1ccccc1,test,0
Cc1ccccc1OCC(O)CO,test,0
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,test,0
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,test,0
COc1ccccc1O,test,0
NC(=O)NNc1ccccc1,test,0
CCOC(=O)CCCCCCCCC(C)c1ccccc1I,test,0
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,test,1
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,test,1
CC(C)N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,test,0
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,test,1
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,test,0
NC(=O)c1ccccc1O,test,0
C=CCOc1ccc(CC(=O)O)cc1Cl,test,1
CC(C)N=C(N)/N=C(\N)Nc1ccc(Cl)c(Cl)c1,test,1
CCc1cc(C(N)=S)ccn1,test,0
Cc1ncc(CO)c(CO)c1O,test,0
CC(C)NNC(=O)c1ccncc1,test,0
OCc1cccnc1,test,0
O=C(O)c1cccnc1,test,0
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,test,0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,test,0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,test,1
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,test,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,test,0
CCC1(CC)C(=O)NC(=O)NC1=O,test,0
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,test,0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,test,1
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,test,1
CN(C)CCOc1ccccc1Cc1ccccc1,test,0
CN(C)CCOC(c1ccccc1)c1ccccc1,test,1
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,test,1
CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,test,0
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,test,0
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,test,1
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,test,1
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,test,1
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,test,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,test,1
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,test,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,test,1
CCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,test,1
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,test,1
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,test,1
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,test,1
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,test,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,test,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,test,1
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,test,1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,test,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,test,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,test,1
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,test,1
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,test,1
CCCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,test,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,test,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,test,1
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,test,1
N[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)[C@@H]1O,test,0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,test,0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,test,0
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,test,1
