smiles,group,CYP2D6-sub
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,val,1
c1ccc2ncccc2c1,val,1
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,val,1
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,val,0
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,val,1
Cn1c(=O)c2[nH]cnc2n(C)c1=O,val,1
Cn1c(=O)[nH]c2ncn(C)c2c1=O,val,0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,val,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,val,1
COc1ccc2c(CN(C)C)cc(=O)oc2c1,val,1
COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,val,1
CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O,val,1
CCCCNCc1cc(=O)oc2cc(OC)ccc12,val,1
CCCNCc1cc(=O)oc2cc(OC)ccc12,val,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],val,1
COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1,val,1
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,val,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],val,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,val,0
CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,val,0
Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,val,1
COc1ccc([C@@H](c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,val,1
CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,val,1
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,val,0
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,val,0
CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,val,1
CN(C)CCOC(c1ccccc1)c1ccccc1,val,1
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,val,1
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,val,0
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,val,0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,val,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,val,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,val,1
