smiles,group,F(20%)
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,training,1
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,training,1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,training,1
O=C(O)c1cn(C2CC2)c2nc(N3CCCCC3)c(F)cc2c1=O,training,1
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,training,1
C[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,training,1
COc1c2c(cc(F)c1N1C[C@@H]3CCCN[C@@H]3C1)C(=O)C(C(=O)O)=C[C@@H]2NC1CC1,training,1
COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,training,1
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,training,1
CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,training,1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,training,1
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,training,1
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,val,1
COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,training,1
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,training,1
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,training,1
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,training,1
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,training,1
Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,training,1
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,test,1
Nc1nc(=O)[nH]cc1F,training,1
Nc1nc(=O)n(C2CCC(CO)O2)cc1F,training,1
O=c1[nH]cc(F)c(=O)[nH]1,training,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,training,1
NCCC[C@@](N)(C(=O)O)C(F)F,training,1
Nc1nc2ccc(OC(F)(F)F)cc2s1,training,1
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,training,1
O=C(NC[C@@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,training,1
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,training,1
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,training,1
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,training,1
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,training,1
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,test,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,test,0
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,training,1
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,training,1
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,training,1
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,training,1
CC(N)Cc1cccc(C(F)(F)F)c1,test,1
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,val,1
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],training,1
C[C@@H](O[C@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,training,1
C=C(Nc1cc(C(F)(F)F)ccc1C(F)(F)F)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,training,1
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,test,1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,training,1
CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2C[C@H](NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,training,0
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,training,0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@H]5[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,training,1
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,1
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,training,1
C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,training,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,training,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,training,0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,val,1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,training,1
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,training,1
CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,training,1
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,training,1
CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,training,1
CN1CCC[C@H]1c1cccnc1,training,1
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,test,0
O=P1(NCCCl)OCCCN1CCCl,training,1
O=NN(CCCl)C(=O)NCCCl,training,0
O=NN(CCCl)C(=O)NC1CCCCC1,val,1
O=P1(N(CCCl)CCCl)NCCCO1,training,1
O=P1(N(CCCl)CCCl)OCCCN1CCCl,training,1
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,val,1
N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,val,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,training,1
Cc1ncsc1CCCl,training,1
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,training,1
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,val,1
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,training,1
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,test,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,val,1
CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,training,1
CC(C)/N=C(\N)N=C(N)Nc1ccc(Cl)cc1,val,1
NC(=N\CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,training,0
CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,training,1
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,training,1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,training,1
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,1
O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,training,1
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,training,1
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,training,1
CN1CCC[C@@H](N2N[C@H](Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1,training,1
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,training,1
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,training,1
COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccc(Cl)cc1,training,1
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,training,1
CN1CCC[C@@H]1CCO[C@@](C)(c1ccccc1)c1ccc(Cl)cc1,training,1
N[C@@H](CCC(=O)O)c1ccc(Cl)cc1,test,1
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,training,1
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,training,1
CN1c2ccccc2N(CCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,training,1
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,training,1
CCN(CCO)CC[C@H](C)Nc1ccnc2cc(Cl)ccc12,val,1
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,val,1
O=c1[nH]c2ccccc2n1CCCN1CCC(Nn2c(=O)[nH]c3cc(Cl)ccc32)CC1,training,0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C\c2ccc3ccc(Cl)cc3n2)c1,training,1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,training,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,val,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,test,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,test,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,test,1
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,training,1
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,training,0
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,training,1
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,training,1
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,training,1
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,training,1
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,training,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,val,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,test,1
CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,test,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,val,1
O=C(O)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1(O)O,training,1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,training,1
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,training,1
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,val,1
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,test,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,training,1
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,training,1
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,training,1
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,training,1
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,training,1
NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O,training,1
C[C@H]1Nc2ccccc2[C@@H]1NC(=O)c1ccc(Cl)cc1S(N)(=O)=O,training,1
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,training,1
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,training,1
CO[C@H]1C[C@H](n2cnc3c(N)cc(Cl)cc32)O[C@@H]1CO,training,1
O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,training,1
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,training,1
COc1ccc(Cl)cc1C(=O)NCCc1cccc(S(=O)(=O)NC(=O)NC2CCCCC2)c1,training,1
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,training,0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,training,1
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,training,1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,training,1
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,training,0
NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](CN1CCCC1)NS2(=O)=O,training,1
NS(=O)(=O)c1cc2c(cc1Cl)N=CN(CSCc1ccccc1)S2(=O)=O,training,1
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,training,1
NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,training,0
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,training,1
NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,training,1
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,training,0
COC1=CC(=O)C[C@@H](C)[C@@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,training,1
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,training,1
Oc1c(Cl)cc(Cl)c2cccnc12,val,1
Oc1ccc([C@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,training,0
O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl,test,1
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,val,1
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,test,1
Clc1ccc2nsnc2c1NC1=NCCN1,training,1
COc1nc(C)nc(Cl)c1NC1=NCCN1,training,1
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,training,0
N[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,training,1
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@H]4C[C@@H]4F)c3c2Cl)CC12CC2,training,1
Clc1cccc(Cl)c1N=C1NCCN1,training,1
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,training,1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,test,1
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,training,1
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,test,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,training,1
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,training,1
Clc1ccccc1CN1CCc2sccc2C1,training,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,training,1
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,training,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,test,0
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,training,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,training,1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,training,1
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,test,1
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2(C)C(=O)O,training,1
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,training,1
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,training,1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,test,1
CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,training,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@@H]1O,val,1
CN1C(=O)[C@@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,val,1
NC(N)=NN=Cc1c(Cl)cccc1Cl,test,1
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,val,1
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,training,0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,training,0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,training,1
Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,training,1
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,test,1
CC(C)(C)NC[C@H](O)c1ccccc1Cl,val,1
CN[C@@]1(c2ccccc2Cl)CCCC(=O)C1,training,1
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,training,1
N[C@@H](CN[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,training,1
N[C@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,training,1
CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,training,1
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,training,1
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,training,1
CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)O)cc1,val,1
O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,test,1
CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,val,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,training,1
Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1,val,1
O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O,training,0
COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,val,1
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,training,1
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,training,1
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,training,1
CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)[C@H]1C,training,0
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,training,1
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,training,0
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,training,1
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,training,1
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,training,1
CNC/C=C(\c1ccc(Br)cc1)c1cccnc1,training,1
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,training,1
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,training,1
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,training,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,training,1
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,test,1
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,training,1
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,training,1
CC[N+](C)(C)Cc1ccccc1Br,val,1
Fc1ccccc1CCN1NN2C=C(Br)C=CC2=NC1=S,training,0
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@H]2[C@H](C(C)C)[C@@H](NC(=O)[C@@H]3C=C4c5cccc6c5[C@@H](C[C@@H]4N(C)C3)[C@H](Br)N6)C(=O)N12,training,1
Cc1cnc(CS(=O)c2nc3ccccc3[nH]2)cc1OCC(F)(F)F,val,1
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,val,1
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,test,1
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,test,1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,training,1
COc1cc(C)c(S(C)=O)cc1OC,val,1
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,val,1
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,val,0
Nc1nc(N2CCCCC2)cc[n+]1[O-],training,1
CC[N+](C)(C)[C@@H](C)CC(c1ccccc1)c1ccccc1,val,0
c1ccc(C2(c3ccccc3)C[C@H]2C2=NCCN2)cc1,training,1
C#C[C@@](CCC)(CCC[C@H](C)CCc1ccc(CC)c(CC)c1)c1ccc(CC)c(CC)c1,training,1
c1ccc([C@H]2CN3CCSC3=N2)cc1,training,1
